"","order","family","genus","species","iucn2020_binomial","phylacine_binomial","adult_mass_g","brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","trophic_level","foraging_stratum","activity_cycle","freshwater","marine","terrestrial_non.volant","terrestrial_volant","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","island_endemicity","disected_by_mountains","glaciation","biogeographical_realm","habitat_breadth_n","binomial_name","log_body_mass","picky","herbivore","carnivore","picky_herb","picky_carn"
"58","Rodentia","Cricetidae","Akodon","torques","Akodon torques","Akodon torques",34.69,0.839,140,NA,979.607,NA,74.698,NA,104.689,24.468,NA,3.481,3.685,29.871,NA,22.95,NA,449.771,0.167,NA,0,1,NA,NA,80,0,20,80,0,0,0,0,0,0,0,0,20,2,2,"G",2,0,0,1,0,3500,2000,1500,0,"Occurs on mainland",0,0,"Neotropical",4,"akodon_torques",-3.36130381800048,0,0,0,0,0
"59","Rodentia","Cricetidae","Akodon","varius","Akodon varius","Akodon varius",38.65,0.829,140,NA,961.823,NA,71.686,NA,101.733,24.345,NA,3,3.614,29.117,NA,22.014,NA,430.673,0.177,NA,0,1,NA,NA,80,0,20,80,0,0,0,0,0,0,0,0,20,2,2,"G",2,0,0,1,0,3200,365,2835,0,"Occurs on mainland",0,0,"Neotropical",2,"akodon_varius",-3.25320850394871,0,0,0,0,0
"60","Cetartiodactyla","Bovidae","Alcelaphus","buselaphus","Alcelaphus buselaphus","Alcelaphus buselaphus",159938.92,294.833,2151.663,NA,5828.847,711.99,670.153,NA,927.7,240.637,2,0.997,1.077,358.255,11777.78,193,47894.46,2863.875,17.277,0.967,0,1,3.57,15,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",2,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,0,"Afrotropical, Palearctic",4,"alcelaphus_buselaphus",5.07479199234875,1,1,0,3,1
"61","Cetartiodactyla","Cervidae","Alces","alces","Alces alces","Alces alces",359750,424.994,2972.852,NA,9855,649.785,700.745,612,1046.515,241.975,4,1.28,1.117,364.75,13013.632,106.022,92125,3566.176,26.984,0.648,0,1,71.75,1,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",2,0,0,1,0,2500,0,2500,0,"Occurs on mainland",1,1,"Palearctic",2,"alces_alces",5.88540934576748,1,1,0,3,1
"62","Chiroptera","Pteropodidae","Alionycteris","paucidentata","Alionycteris paucidentata","Alionycteris paucidentata",16.24,0.664,63.9,44.61,3377.352,NA,350.442,NA,479.909,129.062,NA,0.996,1.768,248.202,NA,65.086,NA,1570.286,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,2250,1500,750,1,"Occurs only on isolated islands",0,0,"Indomalayan",1,"alionycteris_paucidentata",-4.1202779442486,1,1,0,3,1
"63","Rodentia","Dipodidae","Allactaga","balikunica","Allactaga balikunica","Allactaga balikunica",72.5,1.64,156.088,NA,30.417,NA,179.798,NA,204.831,32.24,NA,2.52,2.044,105.073,NA,37.433,NA,769.936,0.25,NA,0,1,NA,NA,20,0,80,20,0,0,0,0,0,0,0,50,30,3,2,"G",1,0,0,1,0,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Palearctic",2,"allactaga_balikunica",-2.62416871712151,0,0,0,0,0
"64","Rodentia","Dipodidae","Allactaga","bullata","Allactaga bullata","Allactaga bullata",72.5,1.641,156.449,NA,30.417,NA,181.654,NA,206.888,32.24,NA,2.52,2.034,105.966,NA,37.518,NA,771.736,0.25,NA,0,1,NA,NA,20,0,80,20,0,0,0,0,0,0,0,50,30,3,2,"G",1,0,0,1,0,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Palearctic",2,"allactaga_bullata",-2.62416871712151,0,0,0,0,0
"65","Rodentia","Dipodidae","Allactaga","elater","Allactaga elater","Allactaga elater",58.7,1.6,138.78,NA,1898,105.22,142,142,105.22,27.848,NA,4.5,2,82.002,NA,33,NA,625.126,0.223,NA,0,1,NA,NA,20,0,80,20,0,0,0,0,0,0,0,50,30,3,2,"G",1,0,0,1,0,2500,NA,NA,0,"Occurs on mainland",1,0,"Palearctic",2,"allactaga_elater",-2.83531555214809,0,0,0,0,0
"66","Rodentia","Dipodidae","Allactaga","euphratica","Allactaga euphratica","Allactaga euphratica",232,2.689,235.97,NA,1533,NA,298.819,NA,306.651,30.412,NA,5,1.681,131.843,NA,40.426,NA,777.437,0.475,NA,1,1,NA,NA,20,0,80,20,0,0,0,0,0,0,0,50,30,3,1,"G",1,0,0,1,0,2660,NA,NA,0,"Occurs on mainland",0,0,"Palearctic",2,"allactaga_euphratica",-1.46101790731583,0,0,0,0,0
"67","Rodentia","Dipodidae","Allactaga","firouzi","Allactaga firouzi","Allactaga firouzi",92.39,1.82,171.545,NA,1342.311,NA,172.343,NA,190.821,29.594,NA,3.778,2.023,93.966,NA,35.663,NA,733.928,0.286,NA,0,1,NA,NA,20,0,80,20,0,0,0,0,0,0,0,50,30,3,1,"G",1,0,0,1,0,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Palearctic",2,"allactaga_firouzi",-2.38173653129948,0,0,0,0,0
"68","Rodentia","Dipodidae","Allactaga","hotsoni","Allactaga hotsoni","Allactaga hotsoni",76.5,1.603,162.553,NA,879.042,NA,154.227,NA,174.345,28.68,NA,3.834,2.089,89.624,NA,32.766,NA,701.765,0.258,NA,0,1,NA,NA,20,0,80,20,0,0,0,0,0,0,0,50,30,3,1,"G",1,0,0,1,0,1500,200,1300,NA,"Occurs on mainland",NA,NA,"Palearctic",3,"allactaga_hotsoni",-2.57046453814965,0,0,0,0,0
"69","Rodentia","Dipodidae","Allactaga","major","Allactaga major","Allactaga major",350,3.743,263,NA,2761.833,377.57,377.57,NA,336.164,33.511,NA,3.745,1.647,130.506,NA,45.36,NA,983.341,0.595,NA,0,1,NA,NA,20,0,80,20,0,0,0,0,0,0,0,50,30,3,1,"G",1,0,0,1,0,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Palearctic",2,"allactaga_major",-1.04982212449868,0,0,0,0,0
"70","Rodentia","Dipodidae","Allactaga","sibirica","Allactaga sibirica","Allactaga sibirica",117.5,3.5,214.662,NA,1642.5,NA,330.897,NA,346.419,33.858,NA,3.44,1,288.314,NA,45.151,NA,862.692,2.276,NA,0,1,NA,NA,70,0,30,70,0,0,0,0,0,0,0,0,30,2,3,"G",1,0,0,1,0,3500,NA,NA,NA,"Occurs on mainland",NA,NA,"Palearctic",2,"allactaga_sibirica",-2.14131694539792,0,0,0,0,0
"71","Primates","Cercopithecidae","Allenopithecus","nigroviridis","Allenopithecus nigroviridis","Allenopithecus nigroviridis",4690,53.7,459.995,NA,10019.25,NA,1452.4,NA,1528.34,165.591,NA,1,0.931,470.453,221,106.15,NA,3723.024,2.48,NA,0,2,NA,40,50,0,50,50,0,0,0,0,0,50,0,0,0,2,1,"S",3,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",0,0,"Afrotropical",1,"allenopithecus_nigroviridis",1.54543258245819,0,0,0,0,0
"72","Primates","Cheirogaleidae","Allocebus","trichotis","Allocebus trichotis","Allocebus trichotis",78.09,7.06,133.495,NA,3278.917,NA,553.338,NA,650.773,127.009,NA,1,1,333.042,NA,93.138,57.15,1977.57,0.261,18,0,2,NA,1,0,0,100,0,0,0,0,0,0,50,0,0,50,2,2,"Ar",1,0,0,1,0,1600,NA,NA,1,"Occurs only on isolated islands",0,0,"Afrotropical",1,"allocebus_trichotis",-2.54989327130755,0,1,0,2,0
"73","Primates","Atelidae","Alouatta","belzebul","Alouatta belzebul","Alouatta belzebul",6157.91,50.86,732.69,NA,12841.917,NA,1578.825,NA,1720.065,185.267,NA,1.06,0.707,544.347,NA,369.969,NA,4380,2.881,5.736,0,2,NA,7.4,0,0,100,0,0,0,0,0,0,40,0,0,60,2,1,"Ar",3,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",0,0,"Neotropical",1,"alouatta_belzebul",1.81773743426072,0,1,0,2,0
"74","Primates","Atelidae","Alouatta","caraya","Alouatta caraya","Alouatta caraya",5462.5,53.371,736.58,NA,11826,1276.72,1215.199,928,1354.15,187,NA,1,1,337.579,187.5,195.2,NA,3750.594,2.697,94.009,0,2,NA,8.9,0,0,100,0,0,0,0,0,0,40,0,0,60,2,1,"Ar",3,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",0,0,"Neotropical",2,"alouatta_caraya",1.69790656042171,0,1,0,2,0
"75","Primates","Atelidae","Alouatta","juara","Alouatta juara","Alouatta seniculus",6398.31,56.365,737.605,NA,9125,1690.22,1672.763,NA,1671.7,190,NA,1.2,0.815,465.356,293.42,372,NA,3833.157,2.942,63.28,0,2,0.1,7.9,0,0,100,0,0,0,0,0,0,40,0,0,60,2,1,"Ar",3,0,0,1,0,NA,NA,NA,0,NA,1,0,NA,2,"alouatta_seniculus",1.85603389299499,0,1,0,2,0
"76","Primates","Atelidae","Alouatta","palliata","Alouatta palliata","Alouatta palliata",5659.14,50.056,745.675,NA,9125,1578.42,1287.443,1278,1382.13,186,NA,1,0.6,533.819,368.75,433,1100,3574.637,2.75,69.534,0,2,0.19,9.15,0,0,100,0,0,0,0,0,0,40,0,0,60,2,1,"Ar",3,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,0,"Neotropical",1,"alouatta_palliata",1.73327193720762,0,1,0,2,0
"77","Primates","Atelidae","Alouatta","pigra","Alouatta pigra","Alouatta pigra",9386.03,55.41,740.97,NA,7300,NA,1598.015,NA,1733.435,187.768,NA,1.005,0.639,591.672,480,434.998,NA,3650,3.632,40.031,0,2,0.3,5.5,0,0,100,0,0,0,0,0,0,40,0,0,60,2,1,"Ar",3,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",0,0,"Neotropical",1,"alouatta_pigra",2.23922241361685,0,1,0,2,0
"78","Primates","Atelidae","Alouatta","sara","Alouatta sara","Alouatta sara",6470.755,56.906,737.605,NA,9125,1672.763,1672.763,NA,1862.763,190,NA,1.2,0.815,465.356,293.42,372,NA,4084.331,2.96,21.389,0,2,NA,NA,0,0,100,0,0,0,0,0,0,40,0,0,60,2,1,"Ar",3,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",0,0,"Neotropical",2,"alouatta_sara",1.86729279413136,0,1,0,2,0
"79","Rodentia","Cricetidae","Alticola","albicaudus","Alticola albicaudus","Alticola albicaudus",34.53,0.851,135.434,NA,966.99,NA,86.243,NA,114.544,26.593,NA,3.702,5.037,29.553,NA,27.795,NA,479.228,0.166,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",2,0,0,1,0,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Palearctic",2,"alticola_albicaudus",-3.36592676758024,1,1,0,3,1
"80","Rodentia","Cricetidae","Alticola","argentatus","Alticola argentatus","Alticola argentatus",37.69,0.778,123.59,NA,1183.208,NA,66.117,NA,94.899,22.859,NA,4.435,3,27.291,NA,22.473,NA,441.91,0.175,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",2,0,0,1,0,3600,1500,2100,0,"Occurs on mainland",1,0,"Palearctic",3,"alticola_argentatus",-3.27836047170309,1,1,0,3,1
"81","Rodentia","Cricetidae","Alticola","barakshin","Alticola barakshin","Alticola barakshin",46.259,1.035,144.699,NA,950.427,NA,86.012,NA,117.087,26.384,NA,3.622,4.612,33.007,NA,26.796,NA,503.791,0.196,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",2,0,0,1,0,2500,900,1600,NA,"Occurs on mainland",NA,NA,"Palearctic",2,"alticola_barakshin",-3.07349923936018,1,1,0,3,1
"82","Rodentia","Cricetidae","Alticola","lemminus","Alticola lemminus","Alticola lemminus",46.259,1.076,146.707,NA,1047.142,NA,85.768,NA,117.637,26.446,NA,3.555,3.507,33.145,NA,25.126,NA,515.639,0.196,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",3,0,0,1,0,2000,0,2000,NA,"Occurs on mainland",NA,NA,"Palearctic",1,"alticola_lemminus",-3.07349923936018,1,1,0,3,1
"83","Rodentia","Cricetidae","Alticola","macrotis","Alticola macrotis","Alticola macrotis",36,1.274,143.907,NA,986.199,NA,96.433,NA,127.929,29.404,NA,3.153,4.433,34.562,NA,29.499,NA,535.52,0.17,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",3,0,0,1,0,2450,NA,NA,NA,"Occurs on mainland",NA,NA,"Palearctic",1,"alticola_macrotis",-3.32423634052603,1,1,0,3,1
"84","Rodentia","Cricetidae","Alticola","montosa","Alticola montosa","Alticola montosa",36,0.812,140,NA,1179.517,NA,72.821,NA,97.886,24.538,NA,4.87,10,28.547,NA,25.799,NA,451.927,0.17,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",2,0,0,1,0,4300,2600,1700,NA,"Occurs on mainland",NA,NA,"Palearctic",2,"alticola_montosa",-3.32423634052603,1,1,0,3,1
"85","Rodentia","Cricetidae","Alticola","semicanus","Alticola semicanus","Alticola semicanus",36,0.809,140,NA,1396.125,NA,69.67,NA,96.218,24.073,NA,4.87,10,28.64,NA,25.192,NA,461.125,0.17,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",2,0,0,1,0,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Palearctic",2,"alticola_semicanus",-3.32423634052603,1,1,0,3,1
"86","Rodentia","Cricetidae","Alticola","strelzowi","Alticola strelzowi","Alticola strelzowi",49.995,0.779,116.65,NA,1000.708,NA,55.985,NA,82.666,20.621,NA,7.3,2.225,25.375,3,16.5,15,373.994,0.204,NA,0,1,NA,9.5,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",3,0,0,1,0,3000,400,2600,NA,"Occurs on mainland",NA,NA,"Palearctic",1,"alticola_strelzowi",-2.99583227855432,1,1,0,3,1
"87","Rodentia","Cricetidae","Alticola","tuvinicus","Alticola tuvinicus","Alticola tuvinicus",46.259,1.072,146.805,NA,937.92,NA,92.785,NA,123.835,26.893,NA,3.343,3.869,34.191,NA,26.854,NA,522.611,0.196,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",2,0,0,1,0,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Palearctic",1,"alticola_tuvinicus",-3.07349923936018,1,1,0,3,1
"88","Afrosoricida","Chrysochloridae","Amblysomus","corriae","Amblysomus corriae","Amblysomus corriae",64.8,1.064,130,NA,365,NA,355.572,NA,391.828,68.056,NA,1.93,2,248.838,4.5,55.126,NA,1060.936,1.701,NA,0,1,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"G",3,0,0,1,0,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Afrotropical",4,"amblysomus_corriae",-2.73644967562391,1,0,1,1,3
"89","Afrosoricida","Chrysochloridae","Amblysomus","hottentotus","Amblysomus hottentotus","Amblysomus hottentotus",64.8,1.09,130,NA,365,NA,356.266,NA,394.498,68.082,NA,1.93,2,251.022,4.5,55.681,NA,1071.036,1.701,1000,0,1,0,1,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"G",3,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,0,"Afrotropical",5,"amblysomus_hottentotus",-2.73644967562391,1,0,1,1,3
"90","Afrosoricida","Chrysochloridae","Amblysomus","marleyi","Amblysomus marleyi","Amblysomus marleyi",64.8,1.08,130,NA,365,NA,355.517,NA,393.07,68.049,NA,1.93,2,250.892,4.5,55.11,NA,1066.583,1.701,NA,0,1,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"G",3,0,0,1,0,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Afrotropical",5,"amblysomus_marleyi",-2.73644967562391,1,0,1,1,3
"91","Afrosoricida","Chrysochloridae","Amblysomus","robustus","Amblysomus robustus","Amblysomus robustus",64.8,1.067,130,NA,365,NA,355.085,NA,391.368,67.583,NA,1.93,2,251.573,4.5,54.562,NA,1053.093,1.701,NA,0,1,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"G",3,0,0,1,0,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Afrotropical",3,"amblysomus_robustus",-2.73644967562391,1,0,1,1,3
"92","Afrosoricida","Chrysochloridae","Amblysomus","septentrionalis","Amblysomus septentrionalis","Amblysomus septentrionalis",64.8,1.08,130,NA,365,NA,355.518,NA,393.066,68.068,NA,1.93,2,250.911,4.5,55.138,NA,1066.857,1.701,NA,0,1,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"G",3,0,0,1,0,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Afrotropical",5,"amblysomus_septentrionalis",-2.73644967562391,1,0,1,1,3
"93","Chiroptera","Phyllostomidae","Ametrida","centurio","Ametrida centurio","Ametrida centurio",11.305,0.29,55,29,6025.173,NA,343.884,NA,475.773,111.907,NA,1,1.91,244.586,NA,38.145,NA,2037.805,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,2100,NA,NA,0,"Occurs on mainland",1,0,"Neotropical",1,"ametrida_centurio",-4.4825101732522,1,1,0,3,1
"94","Rodentia","Sciuridae","Ammospermophilus","harrisii","Ammospermophilus harrisii","Ammospermophilus harrisii",126,2.472,163.585,NA,3869,198.57,319,NA,348.356,29.356,NA,6.66,1,290.279,3.7,50,45,1201.227,0.339,24.97,1,1,NA,NA,20,10,70,20,0,0,0,0,10,20,0,20,30,4,2,"G",3,0,0,1,0,1350,NA,NA,0,"Occurs on mainland",1,0,"Nearctic",1,"ammospermophilus_harrisii",-2.07147337203066,0,0,0,0,0
"95","Rodentia","Sciuridae","Ammospermophilus","interpres","Ammospermophilus interpres","Ammospermophilus interpres",111.365,2.59,159.67,NA,608.333,NA,350.924,NA,380.806,30.547,10,9.5,1.25,245.433,NA,39.602,27.5,970.821,0.317,NA,0,1,NA,NA,20,10,70,20,0,0,0,0,10,20,0,20,30,4,2,"G",3,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,0,"Nearctic",3,"ammospermophilus_interpres",-2.19494218397869,0,0,0,0,0
"96","Rodentia","Sciuridae","Ammospermophilus","leucurus","Ammospermophilus leucurus","Ammospermophilus leucurus",99.37,2.326,159.535,NA,4088,377.37,365.232,365,406.56,29.19,NA,8,1.315,233.616,3.21,65.415,35,1205.313,0.298,14.49,0,1,0.04,NA,20,10,70,20,0,0,0,0,10,20,0,20,30,4,2,"G",3,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,0,"Nearctic, Neotropical",3,"ammospermophilus_leucurus",-2.30890502173887,0,0,0,0,0
"97","Cetartiodactyla","Bovidae","Ammotragus","lervia","Ammotragus lervia","Ammotragus lervia",92500,209.75,1549.995,NA,7920.5,507.09,394.096,NA,407.58,151.807,3,1.22,2,220.804,4500,121.872,NA,1825,12.785,NA,0,1,7.06,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",2,0,0,1,0,4100,200,3900,0,"Occurs on mainland",1,0,"Afrotropical, Palearctic",5,"ammotragus_lervia",4.52720864451838,1,1,0,3,1
"98","Scandentia","Tupaiidae","Anathana","ellioti","Anathana ellioti","Anathana ellioti",160,3.222,194.309,NA,2851.091,NA,308.896,NA,342.124,46.313,NA,4.84,1.998,147.472,NA,39.009,NA,1182.597,0.387,NA,0,2,NA,NA,80,0,20,80,0,0,0,0,0,20,0,0,0,2,2,"G",3,0,0,1,0,1400,NA,NA,0,"Occurs on mainland",0,0,"Indomalayan",2,"anathana_ellioti",-1.83258146374831,0,0,0,0,0
"99","Rodentia","Cricetidae","Andinomys","edax","Andinomys edax","Andinomys edax",69.75,1.416,165,NA,1067.259,NA,123.49,NA,152.188,28.41,NA,2.91,3.03,42.802,NA,23.809,NA,570.593,0.245,NA,0,1,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1,"G",1,0,0,1,0,5100,650,4450,0,"Occurs on mainland",1,0,"Neotropical",3,"andinomys_edax",-2.66283785828066,1,1,0,3,1
"100","Rodentia","Muridae","Anisomys","imitator","Anisomys imitator","Anisomys imitator",510.5,4,281.915,NA,998.949,NA,162.36,NA,199.982,37.37,6,2.043,2.782,73.973,NA,33.406,330.58,719.88,0.732,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,0,60,0,40,2,1,"S",1,0,0,1,0,3500,1200,2300,1,"Occurs on large land bridge islands",0,0,"Australasian",1,"anisomys_imitator",-0.672364641377417,0,1,0,2,0
"101","Chiroptera","Phyllostomidae","Anoura","aequatoris","Anoura aequatoris","Anoura caudifer",11.155,0.422,57.16,36.25,4819.391,NA,379.177,NA,493.636,107.97,NA,0.995,1.729,243.64,2.14,54.401,NA,2019.922,NA,NA,0,2,NA,NA,30,0,70,30,0,0,0,0,0,30,40,0,0,3,2,"Ar",1,0,0,0,1,2880,200,2680,NA,NA,NA,NA,NA,1,"anoura_caudifer",-4.49586745109764,0,0,0,0,0
"102","Chiroptera","Phyllostomidae","Anoura","carishina","Anoura carishina","Anoura geoffroyi",15.2,0.583,73,42.66,3650,NA,500.387,NA,630.647,121.76,NA,1,1,365,5.1,62.5,8.24,1963.008,NA,NA,0,2,NA,NA,30,0,70,30,0,0,0,0,0,30,40,0,0,3,3,"Ar",1,0,0,0,1,3600,400,3200,NA,NA,NA,NA,NA,3,"anoura_geoffroyi",-4.18645985112991,0,0,0,0,0
"103","Chiroptera","Phyllostomidae","Anoura","cultrata","Anoura cultrata","Anoura cultrata",17.39,0.556,78,42.8,4680.145,NA,346.051,NA,457.491,116.695,NA,1.22,1.749,243.755,3.65,56.366,NA,1967.697,NA,NA,0,2,NA,NA,30,0,70,30,0,0,0,0,0,30,40,0,0,3,1,"Ar",1,0,0,0,1,2600,50,2550,0,"Occurs on mainland",1,0,"Neotropical",2,"anoura_cultrata",-4.05185995061595,0,0,0,0,0
"104","Chiroptera","Phyllostomidae","Anoura","latidens","Anoura latidens","Anoura latidens",15.06,0.53,73.213,43,4553.727,NA,330.689,NA,436.309,113.882,NA,1.022,1.789,239.215,NA,53.098,NA,1873.835,NA,NA,0,2,NA,NA,30,0,70,30,0,0,0,0,0,30,40,0,0,3,2,"Ar",1,0,0,0,1,2100,50,2050,0,"Occurs on mainland",1,0,"Neotropical",3,"anoura_latidens",-4.19571305661039,0,0,0,0,0
"105","Eulipotyphla","Soricidae","Anourosorex","squamipes","Anourosorex squamipes","Anourosorex squamipes",20,1.378,101.38,NA,981.1,NA,284.334,NA,330.444,30.627,NA,2.82,1.886,125.001,NA,38.666,NA,676.884,0.956,190,0,1,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"G",1,0,0,1,0,3100,300,2800,0,"Occurs on mainland",1,0,"Indomalayan, Palearctic",1,"anourosorex_squamipes",-3.91202300542815,1,0,1,1,3
"106","Dasyuromorphia","Dasyuridae","Antechinomys","laniger","Antechinomys laniger","Antechinomys laniger",25.8,0.487,110,NA,1277.5,393.87,350.06,350,405.74,12,NA,6,1.5,182.875,NA,90.62,NA,654.85,1.083,NA,0,1,NA,NA,80,20,0,80,10,10,0,0,0,0,0,0,0,1,3,"G",1,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",0,0,"Australasian",4,"antechinomys_laniger",-3.65738078705457,0,0,1,0,2
"107","Dasyuromorphia","Dasyuridae","Antechinus","agilis","Antechinus agilis","Antechinus agilis",26.25,0.58,104.152,NA,1974.042,374.16,317.195,285,401.16,27.575,NA,7.5,1,364.75,0.013,90,13,797.979,0.143,711,0,1,NA,NA,80,10,10,80,0,0,0,10,0,10,0,0,0,1,2,"G",1,0,0,1,0,2000,0,2000,NA,"Occurs on mainland",NA,NA,"Australasian",2,"antechinus_agilis",-3.6400892899445,0,0,0,0,0
"108","Dasyuromorphia","Dasyuridae","Antechinus","bellus","Antechinus bellus","Antechinus bellus",36.365,0.653,114.62,NA,1244.042,396.83,327.2,NA,426.83,30,10,10.08,1,364.75,NA,96,NA,622.122,1.281,160,0,1,NA,NA,90,10,0,90,10,0,0,0,0,0,0,0,0,1,3,"G",1,0,0,1,0,200,0,200,0,"Occurs on mainland",0,0,"Australasian",2,"antechinus_bellus",-3.31414850537563,1,0,1,1,3
"109","Dasyuromorphia","Dasyuridae","Antechinus","flavipes","Antechinus flavipes","Antechinus flavipes",44.665,0.663,114.62,NA,1423.5,334.58,339.79,NA,361.08,30,NA,10,1,364.75,NA,92.5,NA,663.382,1.417,688.83,0,1,NA,NA,90,10,0,90,10,0,0,0,0,0,0,0,0,1,3,"G",1,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",0,0,"Australasian",5,"antechinus_flavipes",-3.10856508182833,1,0,1,1,3
"110","Dasyuromorphia","Dasyuridae","Antechinus","godmani","Antechinus godmani","Antechinus godmani",75.74,2.109,191.222,NA,730,374.16,304.4,NA,334.4,30,NA,6,1,364.75,NA,125.84,NA,712.937,1.836,5.3,0,1,NA,NA,90,10,0,90,10,0,0,0,0,0,0,0,0,1,3,"G",1,0,0,1,0,1650,650,1000,0,"Occurs on mainland",0,0,"Australasian",1,"antechinus_godmani",-2.58044885650849,1,0,1,1,3
"111","Dasyuromorphia","Dasyuridae","Antechinus","leo","Antechinus leo","Antechinus leo",70.09,0.777,126.39,NA,730,396.83,304.4,NA,427.825,30.99,NA,9.095,1,364.75,0.04,100,26,533.433,1.767,162,0,1,NA,NA,90,10,0,90,0,0,0,10,0,0,0,0,0,1,3,"G",1,0,0,1,0,800,0,800,0,"Occurs on mainland",0,0,"Australasian",1,"antechinus_leo",-2.6579751484699,1,0,1,1,3
"112","Dasyuromorphia","Dasyuridae","Antechinus","minimus","Antechinus minimus","Antechinus minimus",52.56,0.767,75,NA,730,361.77,304.4,NA,390.405,29.27,NA,7.19,1,364.75,0.03,90,NA,505.496,1.535,1400,0,1,NA,NA,90,10,0,90,10,0,0,0,0,0,0,0,0,1,3,"G",1,0,0,1,0,1000,0,1000,1,"Occurs on mainland",1,0,"Australasian",4,"antechinus_minimus",-2.94579990480578,1,0,1,1,3
"113","Dasyuromorphia","Dasyuridae","Antechinus","stuartii","Antechinus stuartii","Antechinus stuartii",27.85,0.787,112.084,NA,1974.042,329.99,294.7,285,359.065,28.15,NA,6.945,1,364.75,0.013,92.5,16,716.37,1.124,328.78,0,2,0.009,NA,90,10,0,90,10,0,0,0,0,0,0,0,0,1,3,"G",1,0,0,1,0,1500,0,1500,0,"Occurs on mainland",0,0,"Australasian",1,"antechinus_stuartii",-3.58092231260884,1,0,1,1,3
"114","Dasyuromorphia","Dasyuridae","Antechinus","swainsonii","Antechinus swainsonii","Antechinus swainsonii",58.69,1.129,175,NA,1213.625,319.37,311.885,NA,348.215,28.845,NA,8.12,1,364.75,NA,94.5,11.915,544.465,1.62,1075,0,1,NA,NA,90,10,0,90,10,0,0,0,0,0,0,0,0,1,3,"G",1,0,0,1,0,NA,NA,NA,0,"Occurs on mainland",1,0,"Australasian",2,"antechinus_swainsonii",-2.83548592441189,1,0,1,1,3
